"BOROCODE","City, State, Zip ","ORIGINAL MARKET VALUE","Borough","Postcode","Latitude","Longitude","NTA"
"4","COLLEGE POINT        NY 11356-1400","25102000","QUEENS   ","11356","40.785551","-73.858214","College Point                                                              "
"4","OAKLAND GARDENS      NY 11364-2341","980000","QUEENS   ","11364","40.7512","-73.753392","Oakland Gardens                                                            "
"4","FLUSHING             NY 11367-1223","1118000","QUEENS   ","11367","40.738801","-73.8198","Queensboro Hill                                                            "
"4","FLUSHING             NY 11364-2045","973000","QUEENS   ","11364","40.752708","-73.752982","Oakland Gardens                                                            "
"4","BAYSIDE              NY 11364-2123","1388000","QUEENS   ","11364","40.746074","-73.764852","Oakland Gardens                                                            "
"4","BAYSIDE              NY 11364     ","767000","QUEENS   ","11364","40.746289","-73.759639","Oakland Gardens                                                            "
"4","OAKLAND GARDENS      NY 11364-2630","11211000","QUEENS   ","11364","40.745444","-73.754879","Oakland Gardens                                                            "
"4","FLUSHING             NY 11364-2630","17339000","QUEENS   ","11364","40.745444","-73.754879","Oakland Gardens                                                            "
"4","LONG ISLAND CITY     NY 11101-4906","53064000","QUEENS   ","11101","40.751544","-73.944761","Hunters Point-Sunnyside-West Maspeth                                       "
"4","NEW YORK             NY 10001-5829","12407000",,,,,
"4","NEW YORK             NY 10001-5829","7656000",,,,,
"4","NEW YORK             NY 10001-5829","2952000",,,,,
"4","NEW YORK             NY 10001-5829","11731000",,,,,
"4","FLUSHING             NY 11364     ","9124000","QUEENS   ","11364","40.747403","-73.755518","Oakland Gardens                                                            "
"4","FLUSHING             NY 11364     ","10211000","QUEENS   ","11364","40.743807","-73.75295","Oakland Gardens                                                            "
"4","BAYSIDE              NY 11364     ","12306000",,,,,
"4","FLUSHING             NY 11364     ","108068","QUEENS   ","11364","40.745302","-73.747495","Oakland Gardens                                                            "
"4","FLUSHING             NY 11364-2938","35736000","QUEENS   ","11364","40.739574","-73.757708","Oakland Gardens                                                            "
"4","BAYSIDE              NY 11364-3317","16213000","QUEENS   ","11364","40.738297","-73.758911","Oakland Gardens                                                            "
"4","BAYSIDE              NY 11364-3317","12610000","QUEENS   ","11364","40.738297","-73.758911","Oakland Gardens                                                            "
"4","OAKLAND GARDENS      NY 11364-3038","14082000","QUEENS   ","11364","40.741529","-73.755384","Oakland Gardens                                                            "
"4","OAKLAND GARDENS      NY 11364-3022","19224000","QUEENS   ","11364","40.741993","-73.753098","Oakland Gardens                                                            "
"4","BAYSIDE              NY 11364-3317","19633000","QUEENS   ","11364","40.738297","-73.758911","Oakland Gardens                                                            "
"4","BAYSIDE              NY 11364-3317","50165000","QUEENS   ","11364","40.738297","-73.758911","Oakland Gardens                                                            "
"4","OAKLAND GARDENS      NY 11364-3038","21453000","QUEENS   ","11364","40.741487","-73.755359","Oakland Gardens                                                            "
"4","OAKLAND GARDENS      NY 11364-3022","11271000","QUEENS   ","11364","40.741993","-73.753098","Oakland Gardens                                                            "
"4","FLUSHING             NY 11364-3232","810000","QUEENS   ","11364","40.734791","-73.762265","Oakland Gardens                                                            "
"4","QUEENS VILLAGE       NY 11427-1223","758000","QUEENS   ","11427","40.734993","-73.747506","Oakland Gardens                                                            "
"4","QUEENS VILLAGE       NY 11427-1110","1270000","QUEENS   ","11427","40.733362","-73.749998","Oakland Gardens                                                            "
"4","FLUSHING             NY 11364-3014","842000","QUEENS   ","11364","40.739193","-73.748922","Oakland Gardens                                                            "
"4","FLUSHING             NY 11364-3018","815000","QUEENS   ","11364","40.738557","-73.74843","Oakland Gardens                                                            "
"4","BAYSIDE              NY 11364     ","8139000","QUEENS   ","11364","40.737145","-73.747602","Oakland Gardens                                                            "
"4","OAKLAND GARDENS      NY 11364-3628","8296000","QUEENS   ","11364","40.737145","-73.747602","Oakland Gardens                                                            "
"4","OAKLAND GARDENS      NY 11364-3699","12963000","QUEENS   ","11364","40.737145","-73.747602","Oakland Gardens                                                            "
"4","FLUSHING             NY 11364-3699","4637000","QUEENS   ","11364","40.737145","-73.747602","Oakland Gardens                                                            "
"4","OAKLAND GARDENS      NY 11364-3628","2969000","QUEENS   ","11364","40.737145","-73.747602","Oakland Gardens                                                            "
"4","ELMHURST             NY 11373     ","719000","QUEENS   ","11373","40.742024","-73.88128","Elmhurst                                                                   "
"4","GREAT NECK           NY 11021-3309","7951000",,,,,
"4","GREAT NECK           NY 11021-3309","12935000",,,,,
"4","QUEENS VILLAGE       NY 11427-2028","21054000","QUEENS   ","11427","40.731706","-73.743376","Bellerose                                                                  "
"4","JAMAICA              NY 11427-2002","17305000","QUEENS   ","11427","40.731054","-73.74266","Bellerose                                                                  "
"4","QUEENS VILLAGE       NY 11427-2633","486000","QUEENS   ","11427","40.733291","-73.737788","Bellerose                                                                  "
"4","QUEENS VILLAGE       NY 11427-2028","9173000","QUEENS   ","11427","40.731706","-73.743376","Bellerose                                                                  "
"4","QUEENS VILLAGE       NY 11427-2028","10120000","QUEENS   ","11427","40.731706","-73.743376","Bellerose                                                                  "
"4","BELLEROSE            NY 11426-1253","490000","QUEENS   ","11426","40.732949","-73.726282","Bellerose                                                                  "
"4","BELLEROSE            NY 11426-1178","413000","QUEENS   ","11426","40.723539","-73.728323","Bellerose                                                                  "
"4","FLUSHING             NY 11363-1060","1264000","QUEENS   ","11363","40.779412","-73.748955","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11363-1336","845000","QUEENS   ","11363","40.774217","-73.746949","Douglas Manor-Douglaston-Little Neck                                       "
"4","DOUGLASTON           NY 11363-1213","1373000",,,,,
"4","DOUGLASTON           NY 11363-1521","1230000","QUEENS   ","11363","40.767954","-73.750955","Douglas Manor-Douglaston-Little Neck                                       "
"4","DOUGLASTON           NY 11363-1816","3498000","QUEENS   ","11363","40.766042","-73.745059","Douglas Manor-Douglaston-Little Neck                                       "
"4","DOUGLASTON           NY 11363-1816","8485000","QUEENS   ","11363","40.766042","-73.745059","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362-1712","686000","QUEENS   ","11362","40.765931","-73.731399","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11363-1624","609000","QUEENS   ","11363","40.77043","-73.7401","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11363-1708","1564000","QUEENS   ","11363","40.772366","-73.740385","Douglas Manor-Douglaston-Little Neck                                       "
"4","GREAT NECK           NY 11021-4633","943000",,,,,
"4","LITTLE NECK          NY 11363-1737","1329000","QUEENS   ","11363","40.773818","-73.740271","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11362-1022","10620000","QUEENS   ","11362","40.765057","-73.745255","Douglas Manor-Douglaston-Little Neck                                       "
"4","DOUGLASTON           NY 11362-1129","1174000","QUEENS   ","11362","40.763681","-73.742437","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11362-1104","1475000","QUEENS   ","11362","40.762262","-73.741507","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11362-1018","855000","QUEENS   ","11362","40.760971","-73.742267","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11362-1697","1096000","QUEENS   ","11362","40.761553","-73.737514","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362-2439","671000","QUEENS   ","11362","40.759424","-73.724621","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11362-1616","736000","QUEENS   ","11362","40.760277","-73.734942","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11362-1311","1160000","QUEENS   ","11362","40.767129","-73.735496","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11362-1254","725000","QUEENS   ","11362","40.76734","-73.736798","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362-1735","1021000","QUEENS   ","11362","40.7654","-73.732102","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11362-1734","1188000","QUEENS   ","11362","40.763703","-73.733921","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362-1718","825000","QUEENS   ","11362","40.762172","-73.733212","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362-1736","1018000","QUEENS   ","11362","40.765449","-73.732051","Douglas Manor-Douglaston-Little Neck                                       "
"4","NEW HYDE PARK        NY 11042-2060","23705000",,,,,
"4","DOUGLASTON           NY 11362-1908","12292000","QUEENS   ","11362","40.758441","-73.735104","Douglas Manor-Douglaston-Little Neck                                       "
"4","DOUGLASTON           NY 11362-1908","9726000","QUEENS   ","11362","40.758441","-73.735104","Douglas Manor-Douglaston-Little Neck                                       "
"4","DOUGLASTON           NY 11362-1533","576845","QUEENS   ","11362","40.753704","-73.739075","Douglas Manor-Douglaston-Little Neck                                       "
"4","DOUGLASTON           NY 11362-1908","7442000","QUEENS   ","11362","40.758441","-73.735104","Douglas Manor-Douglaston-Little Neck                                       "
"4","DOUGLASTON           NY 11362-1908","9485000","QUEENS   ","11362","40.758441","-73.735104","Douglas Manor-Douglaston-Little Neck                                       "
"4","BROOKLYN             NY 11214-1810","1079000","QUEENS   ","11370","40.772105","-73.891209","Steinway                                                                   "
"4","LITTLE NECK          NY 11362-9900","12980000","QUEENS   ","11362","40.757837","-73.730237","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362-9900","13317000","QUEENS   ","11362","40.757837","-73.730237","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11363-2040","12641000","QUEENS   ","11362","40.757837","-73.730237","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362     ","15052000","QUEENS   ","11362","40.757837","-73.730237","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362-9900","6047000","QUEENS   ","11362","40.757837","-73.730237","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362     ","15945000","QUEENS   ","11362","40.757837","-73.730237","Douglas Manor-Douglaston-Little Neck                                       "
"4","LITTLE NECK          NY 11362     ","6902000","QUEENS   ","11362","40.757837","-73.730237","Douglas Manor-Douglaston-Little Neck                                       "
"4","FRESH MEADOWS        NY 11365-1619","1373000","QUEENS   ","11362","40.754471","-73.727779","Douglas Manor-Douglaston-Little Neck                                       "
"4","FLUSHING             NY 11362-2445","841000","QUEENS   ","11362","40.756624","-73.723514","Douglas Manor-Douglaston-Little Neck                                       "
"4","GLEN OAKS            NY 11004-1199","6800000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","BELLEROSE            NY 11426-2726","11267000","QUEENS   ","11426","40.750792","-73.723668","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","BELLEROSE            NY 11426-2726","18219000","QUEENS   ","11426","40.750792","-73.723668","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","10242000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","13198000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","16371000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","6265000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","13248000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","16657000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","7125000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","4914000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","11558000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","FLORAL PARK          NY 11005-1342","347424000","QUEENS   ","11005","40.759295","-73.713627","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","11331000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","11298000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","8087000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","5991057","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","9903341","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","2749000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","12410000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1199","14360000","QUEENS   ","11004","40.752088","-73.720393","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1119","14374000","QUEENS   ","11004","40.749173","-73.712768","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","NEW HYDE PARK        NY 11040-1404","510000","QUEENS   ","11040","40.750056","-73.709285","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","BELLEROSE            NY 11426-1826","699000","QUEENS   ","11426","40.741565","-73.721704","Bellerose                                                                  "
"4","JAMAICA              NY 11426-2518","605000","QUEENS   ","11426","40.740194","-73.720215","Bellerose                                                                  "
"4","BELLEROSE            NY 11426-2123","576000","QUEENS   ","11426","40.734272","-73.714117","Bellerose                                                                  "
"4","BELLEROSE            NY 11426-2134","634000","QUEENS   ","11426","40.732895","-73.720957","Bellerose                                                                  "
"4","BELLEROSE            NY 11426-1622","556000","QUEENS   ","11426","40.731487","-73.721118","Bellerose                                                                  "
"4","JAMAICA              NY 11426-1647","548000","QUEENS   ","11426","40.730073","-73.720969","Bellerose                                                                  "
"4","BELLEROSE            NY 11426     ","665000","QUEENS   ","11426","40.731662","-73.715182","Bellerose                                                                  "
"4","OAKLAND GARDENS      NY 11364-2734","524000","QUEENS   ","11364","40.744817","-73.751521","Oakland Gardens                                                            "
"4","WESTBURY             NY 11590-3808","477000",,,,,
"4","BELLEROSE            NY 11426-1648","534000","QUEENS   ","11426","40.728161","-73.719155","Bellerose                                                                  "
"4","BELLEROSE            NY 11426-1522","535000","QUEENS   ","11426","40.726443","-73.721374","Bellerose                                                                  "
"4","JAMAICA              NY 11426-1520","536000","QUEENS   ","11426","40.72717","-73.721219","Bellerose                                                                  "
"4","JAMAICA              NY 11426-1504","546000","QUEENS   ","11426","40.727153","-73.719967","Bellerose                                                                  "
"4","FLORAL PARK          NY 11004-1308","869862","QUEENS   ","11004","40.748229","-73.708402","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1325","682000","QUEENS   ","11004","40.749263","-73.706845","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","FLORAL PARK          NY 11004-1207","564000","QUEENS   ","11004","40.744999","-73.71506","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","FLORAL PARK          NY 11004-1317","600000","QUEENS   ","11004","40.747293","-73.705111","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","NEW HYDE PARK        NY 11040-1524","742000","QUEENS   ","11040","40.746156","-73.702719","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","NEW HYDE PARK        NY 11040-1523","651000","QUEENS   ","11040","40.746134","-73.702687","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1545","8095000","QUEENS   ","11004","40.744106","-73.702913","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","NEW HYDE PARK        NY 11040-1818","2625000","QUEENS   ","11040","40.74375","-73.701135","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","GLEN OAKS            NY 11004-1553","657000","QUEENS   ","11004","40.742215","-73.704953","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","NEW HYDE PARK        NY 11040-1815","7419000","QUEENS   ","11040","40.742933","-73.701626","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","NEW HYDE PARK        NY 11040-1819","3072000","QUEENS   ","11040","40.744445","-73.701237","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","BELLEROSE            NY 11426-1811","605000","QUEENS   ","11426","40.740753","-73.724309","Bellerose                                                                  "
"4","FLORAL PARK          NY 11001-3308","417000",,,,,
"4","FLORAL PARK          NY 11001-1061","592000","QUEENS   ","11001","40.734075","-73.710787","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","FLORAL PARK          NY 11001-1030","477000","QUEENS   ","11001","40.733966","-73.709027","Glen Oaks-Floral Park-New Hyde Park                                        "
"4","SOUTH RICHMOND HILL  NY 11419     ","602000","QUEENS   ","11419","40.691947","-73.827964","Richmond Hill                                                              "
"4","WOODHAVEN            NY 11421-1014","458000","QUEENS   ","11421","40.6945","-73.865948","Woodhaven                                                                  "
"4","JAMAICA              NY 11435-1257","590000","QUEENS   ","11435","40.71609","-73.814125","Kew Gardens Hills                                                          "
"4","WOODHAVEN            NY 11421-1203","628000","QUEENS   ","11421","40.694931","-73.858829","Woodhaven                                                                  "
"4","COLD SPRING          NY 10516-3893","601000",,,,,
"4","JAMAICA              NY 11421-1840","426000","QUEENS   ","11421","40.68921","-73.867066","Woodhaven                                                                  "
"4","RIDGEWOOD            NY 11385-4551","403000","QUEENS   ","11385","40.705285","-73.8982","Ridgewood                                                                  "
"4","JAMAICA              NY 11421-2650","574000","QUEENS   ","11421","40.691377","-73.854888","Woodhaven                                                                  "
"4","RICHMOND HILL        NY 11418-2744","476000","QUEENS   ","11418","40.700785","-73.824573","Richmond Hill                                                              "
"4","WOODHAVEN            NY 11421-2034","551000","QUEENS   ","11421","40.692306","-73.855405","Woodhaven                                                                  "
"4","WOODHAVEN            NY 11421-2815","401000","QUEENS   ","11421","40.684286","-73.864866","Woodhaven                                                                  "
"4","JAMAICA              NY 11421-2915","409000","QUEENS   ","11421","40.685824","-73.85883","Woodhaven                                                                  "
"4","WOODHAVEN            NY 11421-2932","366000","QUEENS   ","11421","40.687205","-73.857125","Woodhaven                                                                  "
"4","BROOKLYN             NY 11233     ","581000",,,,,
"4","WOODHAVEN            NY 11421-3014","401000","QUEENS   ","11421","40.688036","-73.854646","Woodhaven                                                                  "
"4","WOOD HAVEN           NY 11421     ","423000","QUEENS   ","11421","40.688695","-73.852085","Woodhaven                                                                  "
"4","WOODHAVEN            NY 11421-2716","397000","QUEENS   ","11421","40.689128","-73.847306","Woodhaven                                                                  "
"4","OZONE PARK           NY 11416     ","364000",,,,,
"4","BROOKLYN             NY 11228-2906","631000",,,,,
"4","GLENDALE             NY 11385-7445","535000","QUEENS   ","11385","40.704139","-73.872255","Glendale                                                                   "
"4","JAMAICA              NY 11416-1618","513000","QUEENS   ","11416","40.687475","-73.845392","Woodhaven                                                                  "
"4","OZONE PARK           NY 11417-1503","434000","QUEENS   ","11417","40.678248","-73.845932","Ozone Park                                                                 "
"1","NEW YORK             NY 10023     ","0","MANHATTAN","10023","40.781248","-73.981819","Upper West Side                                                            "
"4","OZONE PARK           NY 11417-2137","484000","QUEENS   ","11417","40.677847","-73.841787","Ozone Park                                                                 "
"4","HOLLIS               NY 11423-2530","466000","QUEENS   ","11423","40.712905","-73.767887","Hollis                                                                     "
"4","RICHMOND HILL        NY 11418-1519","510000","QUEENS   ","11418","40.695682","-73.845091","Richmond Hill                                                              "
"4","ELMHURST             NY 11373     ","664000","QUEENS   ","11373","40.745187","-73.87523","Elmhurst                                                                   "
"4","JAMAICA              NY 11418-1606","513000","QUEENS   ","11418","40.696465","-73.83994","Richmond Hill                                                              "
"4","REGO PARK            NY 11374-5217","894000","QUEENS   ","11374","40.71628","-73.861475","Rego Park                                                                  "
"4","RICHMOND HILL        NY 11418-1245","785000","QUEENS   ","11418","40.699333","-73.839363","Richmond Hill                                                              "
"4","KEW GARDENS          NY 11415-3129","1068000","QUEENS   ","11415","40.702711","-73.831117","Kew Gardens                                                                "
"4","KEW GARDENS          NY 11415-3107","989000","QUEENS   ","11415","40.70354","-73.831479","Kew Gardens                                                                "
"4","KEW GARDENS          NY 11415-3314","514000","QUEENS   ","11415","40.704072","-73.827125","Kew Gardens                                                                "
"4","NEW YORK             NY 10010-4604","9297000",,,,,
"4","NEW YORK             NY 10019-4315","4583000","QUEENS   ","11106","40.765392","-73.932013","Astoria                                                                    "
"4","SOUTH OZONE PARK     NY 11420-3412","558000","QUEENS   ","11420","40.669701","-73.807633","South Ozone Park                                                           "
"4","RICHMOND HILL        NY 11418-2219","715000","QUEENS   ","11418","40.694179","-73.839996","Richmond Hill                                                              "
"4","RICHMOND HILL        NY 11418-0262","339000",,,,,
"4","RICHMOND HILL        NY 11418-2640","409000","QUEENS   ","11418","40.700764","-73.826776","Richmond Hill                                                              "
"4","KEW GARDENS          NY 11415-2711","2115000","QUEENS   ","11415","40.704934","-73.82748","Kew Gardens                                                                "
"4","BROOKLYN             NY 11208-1816","632000",,,,,
"4","JAMAICA              NY 11418-2136","1391000",,,,,
"4","RICHMOND HILL        NY 11418-2728","389000","QUEENS   ","11418","40.701068","-73.823111","Richmond Hill                                                              "
"4","BROOKLYN             NY 11208-2462","584000",,,,,
"4","RICHMOND HILL        NY 11418-2733","555000","QUEENS   ","11418","40.700115","-73.826248","Richmond Hill                                                              "
"4","JAMAICA              NY 11419-1242","610000","QUEENS   ","11419","40.69129","-73.829531","Richmond Hill                                                              "
"4","SOUTH RICHMOND HILL  NY 11419-1236","607000","QUEENS   ","11419","40.690984","-73.82651","Richmond Hill                                                              "
"4","SOUTH RICHMOND HILL  NY 11419     ","520000",,,,,
"4","JAMAICA              NY 11419-1906","1002000","QUEENS   ","11419","40.689152","-73.827539","South Ozone Park                                                           "
"4","RICHMOND HILL        NY 11419     ","673000",,,,,
"4","OZONE PARK           NY 11417-1722","617000","QUEENS   ","11417","40.68332","-73.837638","Richmond Hill                                                              "
"4","OZONE PARK           NY 11417     ","609000","QUEENS   ","11417","40.682374","-73.834151","South Ozone Park                                                           "
"4","JAMAICA              NY 11419-2601","481000","QUEENS   ","11419","40.685378","-73.827548","South Ozone Park                                                           "
"4","SOUTH RICHMOND HILL  NY 11419-2518","483000","QUEENS   ","11419","40.682355","-73.828933","South Ozone Park                                                           "
"4","JAMAICA              NY 11419-2520","339000","QUEENS   ","11419","40.68256","-73.828042","South Ozone Park                                                           "
"4","SOUTH RICHMOND HILL  NY 11419-2104","623000","QUEENS   ","11419","40.688049","-73.822702","South Ozone Park                                                           "
"4","JAMAICA              NY 11419-2211","396000","QUEENS   ","11419","40.689455","-73.817726","South Ozone Park                                                           "
"4","SCHENECTADY          NY 12307-1303","134000",,,,,
"4","JAMAICA              NY 11419-3209","447000","QUEENS   ","11419","40.689734","-73.811823","South Ozone Park                                                           "
"1","NEW YORK             NY 10023     ","0","MANHATTAN","10023","40.781248","-73.981819","Upper West Side                                                            "
"4","SOUTH RICHMOND HILL  NY 11419-3139","470000","QUEENS   ","11419","40.688267","-73.81478","South Ozone Park                                                           "
"4","RICHMOND HILL        NY 11418-3344","389000","QUEENS   ","11418","40.698091","-73.820281","Richmond Hill                                                              "
"4","SOUTH RICHMOND HILL  NY 11419-2915","428000","QUEENS   ","11419","40.685645","-73.817185","South Ozone Park                                                           "
"4","NEW YORK             NY 10168-0002","7412000",,,,,
"4","NEW YORK             NY 10017-5704","27919000",,,,,
"4","EAST ELMHURST        NY 11373     ","1677148","QUEENS   ","11373","40.744354","-73.890013","Elmhurst                                                                   "
"4","JAMAICA              NY 11435-3225","420000","QUEENS   ","11435","40.702699","-73.812983","Briarwood-Jamaica Hills                                                    "
"4","NEW YORK             NY 10018     ","1791574",,,,,
"4","JAMAICA              NY 11435-3112","544000","QUEENS   ","11435","40.70748","-73.809298","Briarwood-Jamaica Hills                                                    "
"4","FLUSHING             NY 11366-0039","249000",,,,,
"4","JAMAICA              NY 11435-3002","501000","QUEENS   ","11435","40.708276","-73.814043","Briarwood-Jamaica Hills                                                    "
"4","ARMONK               NY 10504-1705","2845000",,,,,
"4","JAMAICA              NY 11435-2076","2220000","QUEENS   ","11435","40.713208","-73.815825","Briarwood-Jamaica Hills                                                    "
"4","FOREST HILLS         NY 11375-6855","694000","QUEENS   ","11375","40.711212","-73.841257","Forest Hills                                                               "
"4","ELMHURST             NY 11373     ","838000","QUEENS   ","11373","40.738399","-73.882044","Elmhurst-Maspeth                                                           "
"4","JAMAICA              NY 11435-2139","500000","QUEENS   ","11435","40.71427","-73.812421","Briarwood-Jamaica Hills                                                    "
"4","HARRISON             NY 10528-1613","6925000",,,,,
"4","JAMAICA              NY 11432-3322","181000","QUEENS   ","11432","40.707293","-73.804235","Briarwood-Jamaica Hills                                                    "
"4","JAMAICA              NY 11432-3321","275000","QUEENS   ","11432","40.70731","-73.804245","Briarwood-Jamaica Hills                                                    "
"4","ROCKVILLE CENTRE     NY 11570-4912","543000",,,,,
"4","ROCKVILLE CENTRE     NY 11570-4912","1476000",,,,,
"4","JAMAICA              NY 11432-5775","579000","QUEENS   ","11432","40.71131","-73.787609","Jamaica                                                                    "
"4","JAMAICA              NY 11432-5775","31196","QUEENS   ","11432","40.71131","-73.787609","Jamaica                                                                    "
"4","REGO PARK            NY 11374-2257","2805000","QUEENS   ","11374","40.730059","-73.861082","Rego Park                                                                  "
"4","NEW YORK             NY 10022-7566","7396000",,,,,
"4","JAMAICA              NY 11432-1906","646000","QUEENS   ","11432","40.71429","-73.799878","Briarwood-Jamaica Hills                                                    "
"4","JAMAICA              NY 11432-2033","778000","QUEENS   ","11432","40.714897","-73.795136","Briarwood-Jamaica Hills                                                    "
"4","FAR ROCKAWAY         NY 11691-1808","809000","QUEENS   ","11691","40.604584","-73.763855","Far Rockaway-Bayswater                                                     "
"4","JAMAICA              NY 11423-2338","400000","QUEENS   ","11423","40.710856","-73.779736","Jamaica                                                                    "
"4","HOLLIS               NY 11423-1831","464000","QUEENS   ","11423","40.714498","-73.774158","Jamaica                                                                    "
"4","JAMAICA              NY 11435-4823","452000","QUEENS   ","11435","40.693429","-73.810453","Jamaica                                                                    "
"4","JAMAICA              NY 11435-4508","354000","QUEENS   ","11435","40.698498","-73.805584","Jamaica                                                                    "
"4","JAMAICA              NY 11433-1923","364000","QUEENS   ","11433","40.694969","-73.797787","South Jamaica                                                              "
"4","JAMAICA              NY 11433     ","265342","QUEENS   ","11433","40.695268","-73.792961","South Jamaica                                                              "
"4","JAMAICA              NY 11433-2429","393000","QUEENS   ","11433","40.698271","-73.788765","South Jamaica                                                              "
"4","JAMAICA              NY 11419     ","356000",,,,,
"4","JAMAICA              NY 11433     ","3316000","QUEENS   ","11433","40.697708","-73.782416","South Jamaica                                                              "
"4","JAMAICA              NY 11422-1312","2889000","QUEENS   ","11422","40.677839","-73.734332","Laurelton                                                                  "
"4","JAMAICA              NY 11433-3439","361000","QUEENS   ","11433","40.69629","-73.780307","South Jamaica                                                              "
"4","JAMAICA              NY 11433-3452","430000","QUEENS   ","11433","40.697982","-73.778076","South Jamaica                                                              "
