"BOROCODE","City, State, Zip ","ORIGINAL MARKET VALUE","Borough","Postcode","Latitude","Longitude","NTA"
"1","NEW YORK             NY 10002-3504","2298000","MANHATTAN","10002","40.717979","-73.982666","Lower East Side                                                            "
"1","FALLS VILLAGE        CT 06031-1618","4799000",,,,,
"1","NEW YORK             NY 10014-1912","9828000","MANHATTAN","10014","40.737605","-74.002746","West Village                                                               "
"1","SUMMIT               NJ 07901-2954","14102000",,,,,
"1","NEW YORK             NY 10010-1133","7076000","MANHATTAN","10010","40.743827","-73.987907","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"1","NEW YORK             NY 10001-3508","10537000","MANHATTAN","10001","40.74834","-73.98883","Midtown-Midtown South                                                      "
"1","NEW YORK             NY 10016-7319","16514000","MANHATTAN","10016","40.7437","-73.981155","Murray Hill-Kips Bay                                                       "
"1","NEW YORK             NY 10023-2138","12609000","MANHATTAN","10023","40.780408","-73.982076","Lincoln Square                                                             "
"1","NEW YORK             NY 10023     ","15807000","MANHATTAN","10023","40.777742","-73.975509","Lincoln Square                                                             "
"1","NEW YORK             NY 10023-6556","279851","MANHATTAN","10023","40.774428","-73.98354","Lincoln Square                                                             "
"1","NEW YORK             NY 10023-6557","221071","MANHATTAN","10023","40.774428","-73.98354","Lincoln Square                                                             "
"1","NEW YORK             NY 10023-6559","223519","MANHATTAN","10023","40.774428","-73.98354","Lincoln Square                                                             "
"1","                                  ","344561",,,,,
"1","NEW HOPE             PA 18938-9243","226484",,,,,
"1","POUGHKEEPSIE         NY 12603-6507","172474",,,,,
"1","STAMFORD             CT 06905-3006","279851",,,,,
"1","NEW YORK             NY 10023-6564","490737","MANHATTAN","10023","40.774428","-73.98354","Lincoln Square                                                             "
"1","PORT JEFFERSON       NY 11777-1463","490737",,,,,
"1","WILTON               CT 06897-1304","490737",,,,,
"1","NEW YORK             NY 10025-6604","5000000","MANHATTAN","10025","40.792614","-73.969057","Upper West Side                                                            "
"1","NEW YORK             NY 10065-8029","25518000","MANHATTAN","10065","40.764613","-73.97024","Upper East Side-Carnegie Hill                                              "
"1","NEW YORK             NY 10156-1024","11981000","MANHATTAN","10016","40.74676","-73.980551","Murray Hill-Kips Bay                                                       "
"1","NEW YORK             NY 10065-7605","7286000","MANHATTAN","10065","40.763818","-73.966107","Upper East Side-Carnegie Hill                                              "
"1","NEW YORK             NY 10065-7685","8507000","MANHATTAN","10065","40.763175","-73.964584","Lenox Hill-Roosevelt Island                                                "
"1","NEW YORK             NY 10065-7705","4655000","MANHATTAN","10065","40.761887","-73.961527","Lenox Hill-Roosevelt Island                                                "
"1","SETAUKET             NY 11733-1507","13362000",,,,,
"1","BEDFORD              NY 10506-1915","5800000",,,,,
"1","NEW YORK             NY 10005-3209","9000000","MANHATTAN","10005","40.705634","-74.009378","Battery Park City-Lower Manhattan                                          "
"1","NEW YORK             NY 83025     ","80751","MANHATTAN","10035","40.809485","-73.940006","Central Harlem North-Polo Grounds                                          "
"1","NEW YORK             NY 10035-1036","64678","MANHATTAN","10035","40.809485","-73.940006","Central Harlem North-Polo Grounds                                          "
"1","MONTCLAIR            NJ 07042-1915","66364",,,,,
"1","NEW YORK             NY 10035-1027","80687","MANHATTAN","10035","40.809485","-73.940006","Central Harlem North-Polo Grounds                                          "
"1","NEW YORK             NY 10025-4973","1400000","MANHATTAN","10025","40.798175","-73.970228","Upper West Side                                                            "
"1","NEW YORK             NY 10027-6545","174057","MANHATTAN","10027","40.805828","-73.948786","Central Harlem South                                                       "
"1","NEW YORK             NY 10027-6545","92950","MANHATTAN","10027","40.805828","-73.948786","Central Harlem South                                                       "
"1","NEW YORK             NY 10027-6545","91873","MANHATTAN","10027","40.805828","-73.948786","Central Harlem South                                                       "
"1","NEW YORK             NY 10128-3453","1312000","MANHATTAN","10128","40.781476","-73.952044","Yorkville                                                                  "
"1","NEW YORK             NY 10030     ","433641","MANHATTAN","10030","40.819852","-73.945892","Central Harlem North-Polo Grounds                                          "
"1","NEW YORK             NY 10030     ","433641","MANHATTAN","10030","40.819852","-73.945892","Central Harlem North-Polo Grounds                                          "
"1","BROOKLYN             NY 11206-4931","1289000",,,,,
"2","NEW YORK             NY 10007-2544","1076000",,,,,
"2","BRONX                NY 10451-6202","253000","BRONX    ","10451","40.815336","-73.924531","Mott Haven-Port Morris                                                     "
"2","FREEPORT             NY 11520     ","222000",,,,,
"2","MOUNT VERNON         NY 10550     ","684000",,,,,
"2","PORT CHESTER         NY 10573-3136","273000",,,,,
"2","BRONX                NY 10473-2307","227000","BRONX    ","10473","40.810529","-73.850279","Soundview-Castle Hill-Clason Point-Harding Park                            "
"2","BRONX                NY 10473-2625","246000","BRONX    ","10473","40.815768","-73.856065","Soundview-Castle Hill-Clason Point-Harding Park                            "
"2","BRONX                NY 10472-1913","417000","BRONX    ","10472","40.834077","-73.866516","West Farms-Bronx River                                                     "
"2","BRONX                NY 10469-5906","566000","BRONX    ","10469","40.864296","-73.842887","Allerton-Pelham Gardens                                                    "
"2","BRONX                NY 10469-3264","476000","BRONX    ","10469","40.869889","-73.835845","Co-op City                                                                 "
"2","SCARSDALE            NY 10583-1804","872000",,,,,
"2","BRONX                NY 10464-1103","317000","BRONX    ","10464","40.853778","-73.790309","Pelham Bay-Country Club-City Island                                        "
"3","BROOKLYN             NY 11217-2254","1019000","BROOKLYN ","11217","40.686714","-73.98773","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"3","BROOKLYN             NY 11201-4507","4384000","BROOKLYN ","11201","40.69269","-73.997094","Brooklyn Heights-Cobble Hill                                               "
"3","BROOKLYN             NY 11231-3695","2729210","BROOKLYN ","11231","40.687406","-74.000292","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-3695","2754185","BROOKLYN ","11231","40.687406","-74.000292","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","GARDEN CITY          NY 11530-1570","1678873",,,,,
"3","BROOKLYN             NY 11231-3695","1634473","BROOKLYN ","11231","40.687406","-74.000292","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","GARDEN CITY          NY 11530-1570","2582135",,,,,
"3","BROOKLYN             NY 11231-3695","2496110","BROOKLYN ","11231","40.687406","-74.000292","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-3016","2118000","BROOKLYN ","11231","40.68442","-74.000418","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-3606","2303000","BROOKLYN ","11231","40.682858","-73.99793","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-3617","3995134","BROOKLYN ","11231","40.682853","-73.997912","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-1340","1697000","BROOKLYN ","11231","40.682735","-74.003793","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-4296","2534000","BROOKLYN ","11231","40.681272","-73.998673","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-3680","2665000","BROOKLYN ","11231","40.680311","-74.000224","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","NEW YORK             NY 10024-1727","2254000",,,,,
"3","NEW YORK             NY 10014-6225","2274000",,,,,
"3","BROOKLYN             NY 11231-4708","1853000","BROOKLYN ","11231","40.683786","-73.991166","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"3","BROOKLYN             NY 11231-4006","2609000","BROOKLYN ","11231","40.678944","-73.998644","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11201-3432","1437000","BROOKLYN ","11201","40.694403","-73.995658","Brooklyn Heights-Cobble Hill                                               "
"3","NEW YORK             NY 10013-2077","1789000",,,,,
"3","BROOKLYN             NY 11231     ","1606000","BROOKLYN ","11231","40.676866","-74.00005","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-4612","2765000","BROOKLYN ","11231","40.682021","-73.994931","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-4912","2389000","BROOKLYN ","11231","40.681088","-73.992515","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-3704","1895000","BROOKLYN ","11231","40.68442","-73.997624","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-5014","1597000","BROOKLYN ","11231","40.679756","-73.989699","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11231-4502","1756000","BROOKLYN ","11231","40.676304","-73.998107","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","BROOKLYN             NY 11220-1303","938000","BROOKLYN ","11220","40.645565","-74.008075","Sunset Park East                                                           "
"3","BROOKLYN             NY 11220-3109","933000","BROOKLYN ","11220","40.641719","-74.01228","Sunset Park East                                                           "
"3","HAWTHORNE            NY 10532     ","1043000",,,,,
"3","BROOKLYN             NY 11220-4110","1036000","BROOKLYN ","11220","40.637226","-74.013976","Sunset Park East                                                           "
"3","BROOKLYN             NY 11215-6379","1067000","BROOKLYN ","11215","40.657767","-73.981421","Windsor Terrace                                                            "
"3","BROOKLYN             NY 11215-6409","1511000","BROOKLYN ","11215","40.658221","-73.99122","Sunset Park West                                                           "
"3","BROOKLYN             NY 11232-3102","894000","BROOKLYN ","11232","40.649394","-74.000825","Sunset Park East                                                           "
"3","BROOKLYN             NY 11217-3303","3950000","BROOKLYN ","11217","40.678038","-73.974089","Prospect Heights                                                           "
"3","BROOKLYN             NY 11217-3509","3553000","BROOKLYN ","11217","40.676387","-73.977309","Park Slope-Gowanus                                                         "
"3","BROOKLYN             NY 11215-1103","2098000","BROOKLYN ","11215","40.677068","-73.982194","Park Slope-Gowanus                                                         "
"3","BROOKLYN             NY 11215-2105","3354000","BROOKLYN ","11215","40.672961","-73.978363","Park Slope-Gowanus                                                         "
"3","BROOKLYN             NY 11215-2277","1401000","BROOKLYN ","11215","40.670732","-73.975051","Park Slope-Gowanus                                                         "
"3","BROOKLYN             NY 11215-4307","2041000","BROOKLYN ","11215","40.666493","-73.984219","Park Slope-Gowanus                                                         "
"3","BROOKLYN             NY 11215-3911","1442000","BROOKLYN ","11215","40.668821","-73.989067","Park Slope-Gowanus                                                         "
"3","BROOKLYN             NY 11228-1612","1229000","BROOKLYN ","11228","40.621419","-74.004654","Dyker Heights                                                              "
"3","BROOKLYN             NY 11215-4302","3310000","BROOKLYN ","11215","40.666556","-73.982636","Park Slope-Gowanus                                                         "
"3","BROOKLYN             NY 11215-3003","2423000","BROOKLYN ","11215","40.670217","-73.977967","Park Slope-Gowanus                                                         "
"3","BROOKLYN             NY 11215-3006","2690000","BROOKLYN ","11215","40.669151","-73.977477","Park Slope-Gowanus                                                         "
"3","BROOKLYN             NY 11215-4205","2094000","BROOKLYN ","11215","40.664839","-73.977313","Park Slope-Gowanus                                                         "
"3","CHICAGO              IL 60654     ","1614000",,,,,
"3","BROOKLYN             NY 11216-3911","139000","BROOKLYN ","11216","40.673769","-73.952929","Crown Heights North                                                        "
"3","BROOKLYN             NY 11217     ","683000","BROOKLYN ","11217","40.678291","-73.973249","Prospect Heights                                                           "
"3","BROOKLYN             NY 11213-2502","726000","BROOKLYN ","11213","40.672126","-73.942642","Crown Heights North                                                        "
"3","BROOKLYN             NY 11238-4379","807000","BROOKLYN ","11238","40.677239","-73.971302","Prospect Heights                                                           "
"3","RINGOES              NJ 08551-1836","459000",,,,,
"3","BROOKLYN             NY 11205-2823","746000","BROOKLYN ","11205","40.696383","-73.952776","Bedford                                                                    "
"3","BROOKLYN             NY 11211-6250","725000","BROOKLYN ","11211","40.709116","-73.960385","North Side-South Side                                                      "
"3","BROOKLYN             NY 11205     ","600000","BROOKLYN ","11205","40.694617","-73.955749","Bedford                                                                    "
"3","BROOKLYN             NY 11221-1902","863000","BROOKLYN ","11221","40.691441","-73.937689","Stuyvesant Heights                                                         "
"3","  BROOKLYN              NY112-2119","656000",,,,,
"3","BROOKLYN             NY 11221-1912","706000","BROOKLYN ","11221","40.690686","-73.937711","Stuyvesant Heights                                                         "
"3","BROOKLYN             NY 11205     ","568000","BROOKLYN ","11205","40.694617","-73.955749","Bedford                                                                    "
"3","BROOKLYN             NY 11221-1915","635000","BROOKLYN ","11221","40.690155","-73.93597","Stuyvesant Heights                                                         "
"3","BROOKLYN             NY 11225-2909","601000","BROOKLYN ","11225","40.664667","-73.951422","Crown Heights South                                                        "
"3","BROOKLYN             NY 11221-2801","754000","BROOKLYN ","11221","40.689509","-73.928546","Stuyvesant Heights                                                         "
"3","RICHMOND HILL        NY 11418-2531","800000",,,,,
"3","BROOKLYN             NY 11233-1017","322000","BROOKLYN ","11233","40.684087","-73.936455","Stuyvesant Heights                                                         "
"3","BROOKLYN             NY 11206-6407","465000","BROOKLYN ","11206","40.692309","-73.949836","Bedford                                                                    "
"3","BROOKLYN             NY 11211-8919","441000","BROOKLYN ","11211","40.702036","-73.955809","Williamsburg                                                               "
"3","BROOKLYN             NY 11211-8763","48960","BROOKLYN ","11211","40.709391","-73.962837","North Side-South Side                                                      "
"3","BROOKLYN             NY 11211-6102","46290","BROOKLYN ","11211","40.709142","-73.962444","North Side-South Side                                                      "
"3","BROOKLYN             NY 11238     ","1796000","BROOKLYN ","11238","40.686428","-73.968342","Clinton Hill                                                               "
"3","BROOKLYN             NY 11231-3138","710000","BROOKLYN ","11231","40.684129","-74.002109","Carroll Gardens-Columbia Street-Red Hook                                   "
"3","JERSEY CITY          NJ 07311     ","1919000",,,,,
"3","BROOKLYN             NY 11211-7911","798000","BROOKLYN ","11211","40.704981","-73.957062","Williamsburg                                                               "
"3","BROOKLYN             NY 11211-9605","920000","BROOKLYN ","11211","40.705684","-73.957444","Williamsburg                                                               "
"3","BROOKLYN             NY 11211-8111","788000","BROOKLYN ","11211","40.705241","-73.955157","Williamsburg                                                               "
"3","BROOKLYN             NY 11211-8919","657000","BROOKLYN ","11211","40.702036","-73.955809","Williamsburg                                                               "
"3","BROOKLYN             NY 11206     ","262809",,,,,
"3","BROOKLYN             NY 11206     ","387399","BROOKLYN ","11206","40.702581","-73.946695","Bedford                                                                    "
"3","BROOKLYN             NY 11206     ","267817","BROOKLYN ","11206","40.702581","-73.946695","Bedford                                                                    "
"3","BROOKLYN             NY 11206     ","528766","BROOKLYN ","11206","40.702581","-73.946695","Bedford                                                                    "
"3","BROOKLYN             NY 11206     ","347971","BROOKLYN ","11206","40.702639","-73.946756","Bedford                                                                    "
"3","BROOKLYN             NY 11206     ","685632","BROOKLYN ","11206","40.702639","-73.946756","Bedford                                                                    "
"3","BROOKLYN             NY 11206     ","419508","BROOKLYN ","11206","40.702693","-73.946821","Bedford                                                                    "
"3","BROOKLYN             NY 11249-2904","556000","BROOKLYN ","11249","40.717418","-73.958187","North Side-South Side                                                      "
"3","BROOKLYN             NY 11222-5053","677000","BROOKLYN ","11222","40.719122","-73.94355","East Williamsburg                                                          "
"3","BROOKLYN             NY 11211-2639","529000","BROOKLYN ","11211","40.713874","-73.938584","East Williamsburg                                                          "
"3","BROOKLYN             NY 11206-1810","1600000","BROOKLYN ","11206","40.708203","-73.949417","East Williamsburg                                                          "
"3","MENDHAM              NJ 07945-1116","358000",,,,,
"3","BROOKLYN             NY 11203-1821","335000","BROOKLYN ","11203","40.659534","-73.934154","Prospect Lefferts Gardens-Wingate                                          "
"3","PLAINVIEW            NY 11803-4992","624000",,,,,
"3","BROOKLYN             NY 11203-2151","617000","BROOKLYN ","11203","40.654815","-73.939031","East Flatbush-Farragut                                                     "
"3","BROOKLYN             NY 11203-4065","465000","BROOKLYN ","11203","40.649982","-73.939871","East Flatbush-Farragut                                                     "
"3","BROOKLYN             NY 11234-6327","514000","BROOKLYN ","11234","40.610469","-73.914768","Georgetown-Marine Park-Bergen Beach-Mill Basin                             "
"3","BROOKLYN             NY 11203-5124","457000","BROOKLYN ","11203","40.644456","-73.937325","East Flatbush-Farragut                                                     "
"3","BROOKLYN             NY 11213-2514","385000","BROOKLYN ","11213","40.671392","-73.945919","Crown Heights North                                                        "
"3","BROOKLYN             NY 11203-5601","365000","BROOKLYN ","11203","40.642259","-73.941867","East Flatbush-Farragut                                                     "
"3","BROOKLYN             NY 11225-4901","749000","BROOKLYN ","11225","40.658892","-73.960537","Prospect Lefferts Gardens-Wingate                                          "
"3","BROOKLYN             NY 11225-5007","1095000","BROOKLYN ","11225","40.660627","-73.954038","Prospect Lefferts Gardens-Wingate                                          "
"3","JAMAICA              NY 11435-3309","882000",,,,,
"3","BROOKLYN             NY 11225-5006","995000","BROOKLYN ","11225","40.660063","-73.956846","Prospect Lefferts Gardens-Wingate                                          "
"3","BROOKLYN             NY 11225-5008","977000","BROOKLYN ","11225","40.660543","-73.955126","Prospect Lefferts Gardens-Wingate                                          "
"3","BROOKLYN             NY 11201-5820","394000","BROOKLYN ","11201","40.688992","-73.988047","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"3","GREAT NECK           NY 11021-5320","604000",,,,,
"3","BROOKLYN             NY 11226-4509","2272000","BROOKLYN ","11226","40.645944","-73.965312","Flatbush                                                                   "
"3","BROOKLYN             NY 11218-4302","999000","BROOKLYN ","11218","40.642283","-73.966536","Flatbush                                                                   "
"3","BROOKLYN             NY 11226-5201","1256000","BROOKLYN ","11226","40.643525","-73.962928","Flatbush                                                                   "
"3","BROOKLYN             NY 11226-5302","728000","BROOKLYN ","11226","40.644167","-73.961119","Flatbush                                                                   "
"3","BROOKLYN             NY 11226-6241","448000","BROOKLYN ","11226","40.64364","-73.954615","Erasmus                                                                    "
"3","NEW YORK             NY 10019-4280","456000","BROOKLYN ","11220","40.643667","-74.017008","Sunset Park West                                                           "
"3","BROOKLYN             NY 11218-3009","700000","BROOKLYN ","11218","40.643508","-73.982675","Kensington-Ocean Parkway                                                   "
"3","LONG ISLAND CITY     NY 11102-4345","215000",,,,,
"3","BROOKLYN             NY 11218     ","663990","BROOKLYN ","11218","40.642254","-73.969667","Kensington-Ocean Parkway                                                   "
"3","BROOKLYN             NY 11219-2652","706000","BROOKLYN ","11219","40.634454","-73.988132","Borough Park                                                               "
"3","BROOKLYN             NY 11218-5904","1437000","BROOKLYN ","11218","40.634599","-73.971051","Kensington-Ocean Parkway                                                   "
"1","NEW YORK             NY 10036     ","0","MANHATTAN","10036","40.759963","-73.98781","Clinton                                                                    "
"3","BROOKLYN             NY 11230-1106","827000","BROOKLYN ","11230","40.631056","-73.974514","Flatbush                                                                   "
"3","BROOKLYN             NY 11218-4408","1465000","BROOKLYN ","11218","40.637916","-73.980305","Borough Park                                                               "
"3","BROOKLYN             NY 11230-1384","635000","BROOKLYN ","11230","40.63266","-73.966894","Flatbush                                                                   "
"3","BROOKLYN             NY 11204-1507","1383000","BROOKLYN ","11204","40.628025","-73.983547","Borough Park                                                               "
"3","BROOKLYN             NY 11219-4738","654000","BROOKLYN ","11219","40.627531","-73.990262","Borough Park                                                               "
"3","BROOKLYN             NY 11204-1153","1236000","BROOKLYN ","11204","40.629507","-73.984505","Borough Park                                                               "
"3","BROOKLYN             NY 11219-4254","935000","BROOKLYN ","11219","40.629941","-73.991228","Borough Park                                                               "
"3","BROOKLYN             NY 11218-1934","499000","BROOKLYN ","11218","40.642054","-73.990149","Borough Park                                                               "
"3","BROOKLYN             NY 11218-1937","739000","BROOKLYN ","11218","40.641148","-73.988682","Borough Park                                                               "
"3","BROOKLYN             NY 11218-1937","714000","BROOKLYN ","11218","40.640753","-73.988026","Borough Park                                                               "
"3","BROOKLYN             NY 11219-1324","833000","BROOKLYN ","11219","40.639367","-73.988754","Borough Park                                                               "
"3","BROOKLYN             NY 11219-4047","880000","BROOKLYN ","11219","40.636417","-73.998962","Borough Park                                                               "
"3","BROOKLYN             NY 11220     ","74004","BROOKLYN ","11220","40.63909","-74.004904","Sunset Park East                                                           "
"3","BROOKLYN             NY 11220     ","74004","BROOKLYN ","11220","40.63909","-74.004904","Sunset Park East                                                           "
"3","BROOKLYN             NY 11220-2909","581000","BROOKLYN ","11220","40.639669","-74.004317","Sunset Park East                                                           "
"3","BROOKLYN             NY 11219-6263","69422","BROOKLYN ","11219","40.623335","-74.000706","Dyker Heights                                                              "
"3","BROOKLYN             NY 11219-6263","77482","BROOKLYN ","11219","40.623335","-74.000706","Dyker Heights                                                              "
"3","BROOKLYN             NY 11219-6263","80155","BROOKLYN ","11219","40.623335","-74.000706","Dyker Heights                                                              "
"3","BROOKLYN             NY 11219-6263","80155","BROOKLYN ","11219","40.623335","-74.000706","Dyker Heights                                                              "
"3","BROOKLYN             NY 11219-6263","120384","BROOKLYN ","11219","40.623335","-74.000706","Dyker Heights                                                              "
"3","BROOKLYN             NY 11220-5310","1094000","BROOKLYN ","11220","40.636653","-74.024245","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11219-5906","1076000","BROOKLYN ","11219","40.628588","-74.007443","Dyker Heights                                                              "
"3","BROOKLYN             NY 11209-3502","910000","BROOKLYN ","11209","40.62815","-74.034026","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11209-2203","1329000","BROOKLYN ","11209","40.633001","-74.031046","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11209-4111","593000","BROOKLYN ","11209","40.624713","-74.025422","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11209-3514","1339000","BROOKLYN ","11209","40.628694","-74.032931","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11209-3501","1044000","BROOKLYN ","11209","40.628169","-74.034037","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11228-2903","721000","BROOKLYN ","11228","40.620808","-74.017651","Dyker Heights                                                              "
"3","BROOKLYN             NY 11209-4209","2291000","BROOKLYN ","11209","40.625477","-74.039558","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11209-3612","773000","BROOKLYN ","11209","40.628058","-74.030254","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11209-4217","1657000","BROOKLYN ","11209","40.626158","-74.03873","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11209-5609","851000","BROOKLYN ","11209","40.622422","-74.033184","Bay Ridge                                                                  "
"3","BROOKLYN             NY 11228-3003","670000","BROOKLYN ","11228","40.617436","-74.011822","Dyker Heights                                                              "
"3","BROOKLYN             NY 11228-2206","1196000","BROOKLYN ","11228","40.620283","-74.005789","Dyker Heights                                                              "
"3","BROOKLYN             NY 11228-3406","818000","BROOKLYN ","11228","40.612869","-74.010323","Bath Beach                                                                 "
"3","BROOKLYN             NY 11230-4008","1363000","BROOKLYN ","11230","40.623048","-73.968865","Ocean Parkway South                                                        "
"3","BROOKLYN             NY 11230-4008","2236000","BROOKLYN ","11230","40.62287","-73.968833","Ocean Parkway South                                                        "
"3","BROOKLYN             NY 11230-3404","1620000","BROOKLYN ","11230","40.626024","-73.970809","Midwood                                                                    "
"3","BROOKLYN             NY 11230-4108","2328000","BROOKLYN ","11230","40.623034","-73.966819","Midwood                                                                    "
"3","BROOKLYN             NY 11230-4110","1377000","BROOKLYN ","11230","40.623135","-73.965893","Midwood                                                                    "
"3","BROOKLYN             NY 11230-6326","1047000","BROOKLYN ","11230","40.612626","-73.969691","Ocean Parkway South                                                        "
"3","BROOKLYN             NY 11204-6436","920000","BROOKLYN ","11204","40.609681","-73.982903","Bensonhurst East                                                           "
"3","BROOKLYN             NY 11230-6719","17600","BROOKLYN ","11230","40.614048","-73.954199","Midwood                                                                    "
"3","BROOKLYN             NY 11230     ","17600","BROOKLYN ","11230","40.614048","-73.954199","Midwood                                                                    "
"3","BROOKLYN             NY 11230-6719","17600","BROOKLYN ","11230","40.614048","-73.954199","Midwood                                                                    "
"3","BROOKLYN             NY 11235-3301","17600","BROOKLYN ","11235","40.58704","-73.94908","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"3","BROOKLYN             NY 11230     ","17600","BROOKLYN ","11230","40.614048","-73.954199","Midwood                                                                    "
"3","BROOKLYN             NY 11229-2702","759000","BROOKLYN ","11229","40.604979","-73.960702","Homecrest                                                                  "
"3","BROOKLYN             NY 11229-1527","1184000","BROOKLYN ","11229","40.605854","-73.950643","Madison                                                                    "
"3","BROOKLYN             NY 11229-1529","707000","BROOKLYN ","11229","40.605335","-73.949596","Madison                                                                    "
"3","BROOKLYN             NY 11214-5505","676000","BROOKLYN ","11214","40.591476","-73.989097","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5505","639000","BROOKLYN ","11214","40.591503","-73.989065","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5505","703000","BROOKLYN ","11214","40.591591","-73.988975","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5505","629000","BROOKLYN ","11214","40.591618","-73.988946","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5505","626000","BROOKLYN ","11214","40.591649","-73.988917","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5505","621000","BROOKLYN ","11214","40.591706","-73.988856","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5505","626000","BROOKLYN ","11214","40.591736","-73.988827","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5505","624000","BROOKLYN ","11214","40.591764","-73.988795","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5505","622000","BROOKLYN ","11214","40.591794","-73.988766","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5505","620000","BROOKLYN ","11214","40.591852","-73.988705","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5528","662000","BROOKLYN ","11214","40.591484","-73.987945","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5528","747000","BROOKLYN ","11214","40.591368","-73.988068","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5528","749000","BROOKLYN ","11214","40.591341","-73.988096","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5528","755000","BROOKLYN ","11214","40.591283","-73.988158","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5528","756000","BROOKLYN ","11214","40.591253","-73.988187","Gravesend                                                                  "
"3","BROOKLYN             NY 11214-5528","757000","BROOKLYN ","11214","40.591226","-73.988215","Gravesend                                                                  "
"3","BROOKLYN             NY 11224-1101","418000","BROOKLYN ","11224","40.578306","-74.010796","Seagate-Coney Island                                                       "
"3","BROOKLYN             NY 11224-1033","649000","BROOKLYN ","11224","40.575034","-74.010079","Seagate-Coney Island                                                       "
"3","BROOKLYN             NY 11223-3930","1387000","BROOKLYN ","11223","40.598513","-73.971725","Homecrest                                                                  "
"3","BROOKLYN             NY 11223-4829","650000","BROOKLYN ","11223","40.596573","-73.965244","Homecrest                                                                  "
"3","BROOKLYN             NY 11229-3302","1053000","BROOKLYN ","11229","40.601924","-73.958889","Homecrest                                                                  "
"3","BROOKLYN             NY 11229-3311","1116000","BROOKLYN ","11229","40.602061","-73.957953","Homecrest                                                                  "
"3","BROOKLYN             NY 11229-3622","986000","BROOKLYN ","11229","40.604267","-73.950029","Madison                                                                    "
"3","BROOKLYN             NY 11229-2705","1025000","BROOKLYN ","11229","40.59938","-73.960245","Homecrest                                                                  "
"3","GREENVALE            NY 11548-0417","738000",,,,,
"3","BROOKLYN             NY 11229-4312","622000","BROOKLYN ","11229","40.595379","-73.956682","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"3","BROOKLYN             NY 11210-3621","1066000","BROOKLYN ","11210","40.62733","-73.953736","Midwood                                                                    "
"3","BROOKLYN             NY 11210-3611","1097000","BROOKLYN ","11210","40.627467","-73.952818","Midwood                                                                    "
"3","BROOKLYN             NY 11210-3729","743000","BROOKLYN ","11210","40.627369","-73.948941","Midwood                                                                    "
"3","BROOKLYN             NY 11210-3618","1328000","BROOKLYN ","11210","40.624487","-73.955114","Midwood                                                                    "
